Label,Year,Indigenous protected land area (ha),National parks (ha),Nature reserves (ha),All other protected land areas (ha),Total protected land area (ha),Indigenous protected land area (%),National parks (%),Nature reserves (%),All other protected land areas (%),Total protected land area (%)
Port Adelaide Enfield,2016,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2018,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2020,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2022,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0
Port Adelaide Enfield,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Augusta,2016,0,0,0,"4,134","4,134",0.0,0.0,0.0,3.6,3.6
Port Augusta,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Augusta,2018,0,0,0,"4,133","4,133",0.0,0.0,0.0,3.6,3.6
Port Augusta,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Augusta,2020,0,0,0,"4,133","4,133",0.0,0.0,0.0,3.6,3.6
Port Augusta,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Augusta,2022,0,0,0,"4,133","4,133",0.0,0.0,0.0,3.6,3.6
Port Augusta,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Lincoln,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Pirie,2016,0,0,0,"3,326","3,326",0.0,0.0,0.0,1.9,1.9
Port Pirie,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Pirie,2018,0,0,0,"3,328","3,328",0.0,0.0,0.0,1.9,1.9
Port Pirie,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Pirie,2020,0,0,0,"3,536","3,536",0.0,0.0,0.0,2.0,2.0
Port Pirie,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Port Pirie,2022,0,"1,881",0,"1,655","3,536",0.0,1.1,0.0,0.9,2.0
Port Pirie,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Prospect,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Renmark Paringa,2016,0,0,0,"4,673","4,673",0.0,0.0,0.0,5.1,5.1
Renmark Paringa,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Renmark Paringa,2018,0,0,0,"4,952","4,952",0.0,0.0,0.0,5.4,5.4
Renmark Paringa,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Renmark Paringa,2020,0,0,0,"5,433","5,433",0.0,0.0,0.0,5.9,5.9
Renmark Paringa,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Renmark Paringa,2022,0,0,0,"5,595","5,595",0.0,0.0,0.0,6.1,6.1
Renmark Paringa,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robe,2016,0,0,0,"9,573","9,573",0.0,0.0,0.0,8.8,8.8
Robe,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robe,2018,0,0,0,"9,583","9,583",0.0,0.0,0.0,8.8,8.8
Robe,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robe,2020,0,0,0,"9,639","9,639",0.0,0.0,0.0,8.8,8.8
Robe,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robe,2022,0,0,0,"9,689","9,689",0.0,0.0,0.0,8.9,8.9
Robe,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Roxby Downs,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Salisbury,2016,0,0,0,185,185,0.0,0.0,0.0,1.2,1.2
Salisbury,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Salisbury,2018,0,0,0,450,450,0.0,0.0,0.0,2.8,2.8
Salisbury,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Salisbury,2020,0,0,0,496,496,0.0,0.0,0.0,3.1,3.1
Salisbury,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Salisbury,2022,0,0,0,496,496,0.0,0.0,0.0,3.1,3.1
Salisbury,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Mallee,2016,0,0,0,"181,658","181,658",0.0,0.0,0.0,31.9,31.9
Southern Mallee,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Mallee,2018,0,0,0,"185,585","185,585",0.0,0.0,0.0,32.5,32.5
Southern Mallee,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Mallee,2020,0,0,0,"185,585","185,585",0.0,0.0,0.0,32.5,32.5
Southern Mallee,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Southern Mallee,2022,0,0,0,"185,583","185,583",0.0,0.0,0.0,32.5,32.5
Southern Mallee,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Streaky Bay,2016,0,0,0,"79,276","79,276",0.0,0.0,0.0,12.7,12.7
Streaky Bay,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Streaky Bay,2018,0,0,0,"80,806","80,806",0.0,0.0,0.0,13.0,13.0
Streaky Bay,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Streaky Bay,2020,0,0,0,"80,612","80,612",0.0,0.0,0.0,13.0,13.0
Streaky Bay,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Streaky Bay,2022,0,0,0,"80,833","80,833",0.0,0.0,0.0,13.0,13.0
Streaky Bay,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tatiara,2016,0,0,0,"91,629","91,629",0.0,0.0,0.0,14.0,14.0
Tatiara,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tatiara,2018,0,0,0,"91,724","91,724",0.0,0.0,0.0,14.1,14.1
Tatiara,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tatiara,2020,0,0,0,"91,821","91,821",0.0,0.0,0.0,14.1,14.1
Tatiara,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tatiara,2022,0,0,0,"91,938","91,938",0.0,0.0,0.0,14.1,14.1
Tatiara,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tea Tree Gully,2016,0,0,0,461,461,0.0,0.0,0.0,4.8,4.8
Tea Tree Gully,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tea Tree Gully,2018,0,0,0,461,461,0.0,0.0,0.0,4.8,4.8
Tea Tree Gully,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tea Tree Gully,2020,0,0,0,461,461,0.0,0.0,0.0,4.8,4.8
Tea Tree Gully,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tea Tree Gully,2022,0,0,0,461,461,0.0,0.0,0.0,4.8,4.8
Tea Tree Gully,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coorong,2016,0,"38,648",0,"115,347","153,995",0.0,4.4,0.0,13.1,17.4
Coorong,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coorong,2018,0,"38,647",0,"115,347","153,994",0.0,4.4,0.0,13.1,17.4
Coorong,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coorong,2020,0,"38,637",0,"114,303","152,940",0.0,4.4,0.0,12.9,17.3
Coorong,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Coorong,2022,0,"38,637",0,"115,387","154,024",0.0,4.4,0.0,13.1,17.4
Coorong,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tumby Bay,2016,0,0,0,"14,541","14,541",0.0,0.0,0.0,5.4,5.4
Tumby Bay,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tumby Bay,2018,0,0,0,"14,606","14,606",0.0,0.0,0.0,5.5,5.5
Tumby Bay,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tumby Bay,2020,0,0,0,"14,556","14,556",0.0,0.0,0.0,5.5,5.5
Tumby Bay,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tumby Bay,2022,0,0,0,"14,606","14,606",0.0,0.0,0.0,5.5,5.5
Tumby Bay,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unley,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Victor Harbor,2016,0,0,0,"2,951","2,951",0.0,0.0,0.0,7.7,7.7
Victor Harbor,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Victor Harbor,2018,0,0,0,"2,970","2,970",0.0,0.0,0.0,7.7,7.7
Victor Harbor,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Victor Harbor,2020,0,0,0,"2,963","2,963",0.0,0.0,0.0,7.7,7.7
Victor Harbor,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Victor Harbor,2022,0,425,0,"2,980","3,405",0.0,1.1,0.0,7.7,8.9
Victor Harbor,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wakefield,2016,0,0,0,"1,089","1,089",0.0,0.0,0.0,0.3,0.3
Wakefield,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wakefield,2018,0,0,0,"1,089","1,089",0.0,0.0,0.0,0.3,0.3
Wakefield,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wakefield,2020,0,0,0,"1,064","1,064",0.0,0.0,0.0,0.3,0.3
Wakefield,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wakefield,2022,0,0,0,"1,064","1,064",0.0,0.0,0.0,0.3,0.3
Wakefield,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Walkerville,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wattle Range,2016,0,0,0,"20,382","20,382",0.0,0.0,0.0,5.2,5.2
Wattle Range,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wattle Range,2018,0,0,0,"20,443","20,443",0.0,0.0,0.0,5.2,5.2
Wattle Range,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wattle Range,2020,0,0,0,"20,456","20,456",0.0,0.0,0.0,5.2,5.2
Wattle Range,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wattle Range,2022,0,0,0,"20,670","20,670",0.0,0.0,0.0,5.3,5.3
Wattle Range,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
West Torrens,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whyalla,2016,0,0,0,"2,179","2,179",0.0,0.0,0.0,2.0,2.0
Whyalla,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whyalla,2018,0,0,0,"3,476","3,476",0.0,0.0,0.0,3.2,3.2
Whyalla,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whyalla,2020,0,0,0,"3,477","3,477",0.0,0.0,0.0,3.2,3.2
Whyalla,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Whyalla,2022,0,0,0,"3,333","3,333",0.0,0.0,0.0,3.1,3.1
Whyalla,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wudinna,2016,0,0,0,"73,309","73,309",0.0,0.0,0.0,14.4,14.4
Wudinna,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wudinna,2018,0,0,0,"81,682","81,682",0.0,0.0,0.0,16.1,16.1
Wudinna,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wudinna,2020,0,0,0,"81,658","81,658",0.0,0.0,0.0,16.1,16.1
Wudinna,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wudinna,2022,0,0,0,"81,606","81,606",0.0,0.0,0.0,16.1,16.1
Wudinna,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yankalilla,2016,0,"4,387",0,"1,501","5,887",0.0,5.8,0.0,2.0,7.8
Yankalilla,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yankalilla,2018,0,"4,387",0,"1,570","5,956",0.0,5.8,0.0,2.1,7.9
Yankalilla,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yankalilla,2020,0,"4,379",0,"1,570","5,949",0.0,5.8,0.0,2.1,7.9
Yankalilla,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yankalilla,2022,0,"4,379",0,"1,590","5,968",0.0,5.8,0.0,2.1,7.9
Yankalilla,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yorke Peninsula,2016,"2,126","9,418",0,"22,481","34,024",0.4,1.6,0.0,3.8,5.8
Yorke Peninsula,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yorke Peninsula,2018,"2,126","9,412",0,"23,933","35,471",0.4,1.6,0.0,4.1,6.0
Yorke Peninsula,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yorke Peninsula,2020,"2,126","9,427",0,"23,930","35,482",0.4,1.6,0.0,4.1,6.0
Yorke Peninsula,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yorke Peninsula,2022,"2,126","10,824",0,"23,930","36,879",0.4,1.8,0.0,4.1,6.3
Yorke Peninsula,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated SA,2016,"944,810","1,202,762",0,"18,238,885","20,386,457",1.5,1.9,0.0,29.4,32.9
Unincorporated SA,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated SA,2018,"944,810","1,203,062",0,"18,276,687","20,424,558",1.5,1.9,0.0,29.5,33.0
Unincorporated SA,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated SA,2020,"944,809","1,203,033",0,"18,276,617","20,424,459",1.5,1.9,0.0,29.5,33.0
Unincorporated SA,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated SA,2022,"944,809","1,320,224",0,"18,222,084","20,487,117",1.5,2.1,0.0,29.4,33.1
Unincorporated SA,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Albany,2016,0,"19,545","19,242",153,"38,941",0.0,4.5,4.5,0.0,9.0
Albany,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Albany,2018,0,"19,549","19,242",153,"38,944",0.0,4.5,4.5,0.0,9.0
Albany,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Albany,2020,0,"18,623","19,242",153,"38,018",0.0,4.3,4.5,0.0,8.8
Albany,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Albany,2022,0,"18,623","19,242",153,"38,018",0.0,4.3,4.5,0.0,8.8
Albany,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Armadale,2016,0,"5,090",438,0,"5,528",0.0,9.1,0.8,0.0,9.9
Armadale,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Armadale,2018,0,"5,092",438,20,"5,550",0.0,9.1,0.8,0.0,9.9
Armadale,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Armadale,2020,0,"5,092",439,20,"5,550",0.0,9.1,0.8,0.0,9.9
Armadale,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Armadale,2022,0,"5,092",458,20,"5,569",0.0,9.1,0.8,0.0,10.0
Armadale,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ashburton,2016,0,"1,336,072","237,385","4,855","1,578,312",0.0,13.3,2.4,0.0,15.7
Ashburton,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ashburton,2018,0,"1,336,031","237,385","4,855","1,578,271",0.0,13.3,2.4,0.0,15.7
Ashburton,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ashburton,2020,0,"1,335,923","237,386","4,855","1,578,164",0.0,13.3,2.4,0.0,15.7
Ashburton,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ashburton,2022,0,"1,335,923","237,386","4,855","1,578,164",0.0,13.3,2.4,0.0,15.7
Ashburton,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Augusta Margaret River,2016,0,"38,650",279,215,"39,144",0.0,18.2,0.1,0.1,18.4
Augusta Margaret River,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Augusta Margaret River,2018,0,"38,651",276,215,"39,142",0.0,18.2,0.1,0.1,18.4
Augusta Margaret River,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Augusta Margaret River,2020,0,"38,653",276,215,"39,144",0.0,18.2,0.1,0.1,18.4
Augusta Margaret River,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Augusta Margaret River,2022,0,"38,653",276,288,"39,217",0.0,18.2,0.1,0.1,18.5
Augusta Margaret River,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bassendean,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bassendean,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bassendean,2018,0,0,0,3,3,0.0,0.0,0.0,0.3,0.3
Bassendean,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bassendean,2020,0,0,0,3,3,0.0,0.0,0.0,0.3,0.3
Bassendean,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bassendean,2022,0,0,0,3,3,0.0,0.0,0.0,0.3,0.3
Bassendean,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayswater,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayswater,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayswater,2018,0,0,0,5,5,0.0,0.0,0.0,0.1,0.1
Bayswater,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayswater,2020,0,0,0,5,5,0.0,0.0,0.0,0.1,0.1
Bayswater,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayswater,2022,0,0,0,5,5,0.0,0.0,0.0,0.1,0.1
Bayswater,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Belmont,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Belmont,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Belmont,2018,0,0,0,14,14,0.0,0.0,0.0,0.4,0.4
Belmont,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Belmont,2020,0,0,0,14,14,0.0,0.0,0.0,0.4,0.4
Belmont,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Belmont,2022,0,0,0,14,14,0.0,0.0,0.0,0.4,0.4
Belmont,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Beverley,2016,0,"21,253","1,067",20,"22,340",0.0,9.0,0.5,0.0,9.4
Beverley,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Beverley,2018,0,"21,253","1,210",20,"22,482",0.0,9.0,0.5,0.0,9.5
Beverley,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Beverley,2020,0,"21,253","1,210",20,"22,482",0.0,9.0,0.5,0.0,9.5
Beverley,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Beverley,2022,0,"21,253","1,210",20,"22,482",0.0,9.0,0.5,0.0,9.5
Beverley,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boddington,2016,0,"6,128",631,65,"6,824",0.0,3.2,0.3,0.0,3.6
Boddington,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boddington,2018,0,"6,128",631,65,"6,824",0.0,3.2,0.3,0.0,3.6
Boddington,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boddington,2020,0,"6,128",631,65,"6,824",0.0,3.2,0.3,0.0,3.6
Boddington,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boddington,2022,0,"6,128",631,65,"6,824",0.0,3.2,0.3,0.0,3.6
Boddington,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boyup Brook,2016,0,"12,103","31,142",34,"43,279",0.0,4.3,11.0,0.0,15.3
Boyup Brook,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boyup Brook,2018,0,"12,103","31,142",34,"43,279",0.0,4.3,11.0,0.0,15.3
Boyup Brook,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boyup Brook,2020,0,"12,103","31,142",34,"43,279",0.0,4.3,11.0,0.0,15.3
Boyup Brook,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boyup Brook,2022,0,"12,103","31,142",34,"43,279",0.0,4.3,11.0,0.0,15.3
Boyup Brook,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bridgetown-Greenbushes,2016,0,"16,003",622,213,"16,838",0.0,12.0,0.5,0.2,12.6
Bridgetown-Greenbushes,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bridgetown-Greenbushes,2018,0,"16,003",622,213,"16,838",0.0,12.0,0.5,0.2,12.6
Bridgetown-Greenbushes,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bridgetown-Greenbushes,2020,0,"16,003",622,213,"16,838",0.0,12.0,0.5,0.2,12.6
Bridgetown-Greenbushes,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bridgetown-Greenbushes,2022,0,"16,003",622,213,"16,838",0.0,12.0,0.5,0.2,12.6
Bridgetown-Greenbushes,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brookton,2016,0,"7,726","4,085",0,"11,810",0.0,4.8,2.6,0.0,7.4
Brookton,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brookton,2018,0,"7,726","4,085",0,"11,810",0.0,4.8,2.6,0.0,7.4
Brookton,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brookton,2020,0,"7,726","4,085",0,"11,810",0.0,4.8,2.6,0.0,7.4
Brookton,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brookton,2022,0,"7,726","4,085",0,"11,810",0.0,4.8,2.6,0.0,7.4
Brookton,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broome,2016,"2,416,227","12,120","46,001","8,078","2,482,425",44.4,0.2,0.8,0.1,45.6
Broome,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broome,2018,"2,430,760","113,351","55,129","1,426","2,600,666",44.7,2.1,1.0,0.0,47.8
Broome,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broome,2020,"2,430,762","113,848","55,129","1,437","2,601,176",44.7,2.1,1.0,0.0,47.8
Broome,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broome,2022,"2,430,764","113,848","55,129","1,435","2,601,176",44.7,2.1,1.0,0.0,47.8
Broome,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broomehill-Tambellup,2016,0,0,"1,547",8,"1,555",0.0,0.0,0.6,0.0,0.6
Broomehill-Tambellup,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broomehill-Tambellup,2018,0,0,"1,547",8,"1,556",0.0,0.0,0.6,0.0,0.6
Broomehill-Tambellup,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broomehill-Tambellup,2020,0,0,"1,547",8,"1,556",0.0,0.0,0.6,0.0,0.6
Broomehill-Tambellup,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broomehill-Tambellup,2022,0,0,"1,547",8,"1,556",0.0,0.0,0.6,0.0,0.6
Broomehill-Tambellup,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bruce Rock,2016,0,0,"5,851",70,"5,921",0.0,0.0,2.1,0.0,2.2
Bruce Rock,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bruce Rock,2018,0,0,"5,851",70,"5,921",0.0,0.0,2.1,0.0,2.2
Bruce Rock,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bruce Rock,2020,0,0,"5,851",70,"5,921",0.0,0.0,2.1,0.0,2.2
Bruce Rock,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
