Label,Year,Indigenous protected land area (ha),National parks (ha),Nature reserves (ha),All other protected land areas (ha),Total protected land area (ha),Indigenous protected land area (%),National parks (%),Nature reserves (%),All other protected land areas (%),Total protected land area (%)
Weddin,2022,0,"11,494",0,"1,437","12,931",0.0,3.4,0.0,0.4,3.8
Weddin,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wentworth,2016,0,"85,077","38,963","124,126","248,166",0.0,3.2,1.5,4.7,9.5
Wentworth,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wentworth,2018,0,"85,086","39,034","124,129","248,249",0.0,3.2,1.5,4.7,9.5
Wentworth,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wentworth,2020,0,"85,109","39,034","124,165","248,308",0.0,3.2,1.5,4.7,9.5
Wentworth,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wentworth,2022,0,"88,149","39,034","127,173","254,356",0.0,3.4,1.5,4.8,9.7
Wentworth,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Willoughby,2016,0,5,0,0,5,0.0,0.2,0.0,0.0,0.2
Willoughby,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Willoughby,2018,0,5,0,0,5,0.0,0.2,0.0,0.0,0.2
Willoughby,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Willoughby,2020,0,5,0,0,5,0.0,0.2,0.0,0.0,0.2
Willoughby,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Willoughby,2022,0,5,0,0,5,0.0,0.2,0.0,0.0,0.2
Willoughby,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wingecarribee,2016,0,"22,007","1,953","49,509","73,468",0.0,8.2,0.7,18.4,27.3
Wingecarribee,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wingecarribee,2018,0,"22,007","1,951","49,861","73,819",0.0,8.2,0.7,18.5,27.4
Wingecarribee,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wingecarribee,2020,0,"22,186","1,951","51,328","75,465",0.0,8.2,0.7,19.1,28.1
Wingecarribee,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wingecarribee,2022,0,"25,585","1,951","54,508","82,044",0.0,9.5,0.7,20.3,30.5
Wingecarribee,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollondilly,2016,0,"126,995",134,"33,501","160,630",0.0,49.7,0.1,13.1,62.9
Wollondilly,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollondilly,2018,0,"126,995",134,"33,501","160,630",0.0,49.7,0.1,13.1,62.9
Wollondilly,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollondilly,2020,0,"127,341",134,"35,091","162,566",0.0,49.8,0.1,13.7,63.6
Wollondilly,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollondilly,2022,0,"127,360",132,"35,252","162,744",0.0,49.8,0.1,13.8,63.7
Wollondilly,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollongong,2016,0,"6,655",402,384,"7,441",0.0,9.7,0.6,0.6,10.9
Wollongong,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollongong,2018,0,"6,656",402,384,"7,442",0.0,9.7,0.6,0.6,10.9
Wollongong,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollongong,2020,0,"6,795",402,638,"7,835",0.0,9.9,0.6,0.9,11.4
Wollongong,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wollongong,2022,0,"6,795",402,701,"7,898",0.0,9.9,0.6,1.0,11.5
Wollongong,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Woollahra,2016,0,40,0,0,40,0.0,3.3,0.0,0.0,3.3
Woollahra,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Woollahra,2018,0,40,0,0,40,0.0,3.3,0.0,0.0,3.3
Woollahra,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Woollahra,2020,0,45,0,0,45,0.0,3.6,0.0,0.0,3.6
Woollahra,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Woollahra,2022,0,45,0,0,45,0.0,3.6,0.0,0.0,3.6
Woollahra,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yass Valley,2016,0,"17,539","9,836",0,"27,375",0.0,4.4,2.5,0.0,6.9
Yass Valley,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yass Valley,2018,0,"17,539","9,827",0,"27,366",0.0,4.4,2.5,0.0,6.8
Yass Valley,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yass Valley,2020,0,"17,539","9,827",572,"27,938",0.0,4.4,2.5,0.1,7.0
Yass Valley,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yass Valley,2022,0,"17,539","9,827","1,052","28,418",0.0,4.4,2.5,0.3,7.1
Yass Valley,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated NSW,2016,0,"454,572","37,159","28,798","520,528",0.0,4.9,0.4,0.3,5.6
Unincorporated NSW,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated NSW,2018,0,"454,604","37,159","28,798","520,561",0.0,4.9,0.4,0.3,5.6
Unincorporated NSW,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated NSW,2020,0,"512,003","37,159","39,395","588,557",0.0,5.5,0.4,0.4,6.3
Unincorporated NSW,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Unincorporated NSW,2022,0,"746,509","40,503","39,395","826,407",0.0,8.0,0.4,0.4,8.9
Unincorporated NSW,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alpine,2016,0,"155,212",0,"17,577","172,789",0.0,32.4,0.0,3.7,36.1
Alpine,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alpine,2018,0,"155,212",0,"20,724","175,936",0.0,32.4,0.0,4.3,36.7
Alpine,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alpine,2020,0,"155,187",0,"20,722","175,909",0.0,32.4,0.0,4.3,36.7
Alpine,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alpine,2022,0,"155,192",0,"20,720","175,912",0.0,32.4,0.0,4.3,36.7
Alpine,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ararat,2016,0,"37,156",0,"4,675","41,832",0.0,8.8,0.0,1.1,9.9
Ararat,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ararat,2018,0,"37,156",0,"5,338","42,495",0.0,8.8,0.0,1.3,10.1
Ararat,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ararat,2020,0,"37,156",0,"5,338","42,495",0.0,8.8,0.0,1.3,10.1
Ararat,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ararat,2022,0,"37,146",0,"5,851","42,998",0.0,8.8,0.0,1.4,10.2
Ararat,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ballarat,2016,0,0,0,205,205,0.0,0.0,0.0,0.3,0.3
Ballarat,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ballarat,2018,0,0,0,253,253,0.0,0.0,0.0,0.3,0.3
Ballarat,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ballarat,2020,0,0,0,253,253,0.0,0.0,0.0,0.3,0.3
Ballarat,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ballarat,2022,0,0,0,279,279,0.0,0.0,0.0,0.4,0.4
Ballarat,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Banyule,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Banyule,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Banyule,2018,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
Banyule,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Banyule,2020,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
Banyule,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Banyule,2022,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
Banyule,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bass Coast,2016,0,0,0,"2,906","2,906",0.0,0.0,0.0,3.4,3.4
Bass Coast,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bass Coast,2018,0,0,0,"3,024","3,024",0.0,0.0,0.0,3.5,3.5
Bass Coast,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bass Coast,2020,0,0,0,"3,024","3,024",0.0,0.0,0.0,3.5,3.5
Bass Coast,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bass Coast,2022,0,0,0,"3,092","3,092",0.0,0.0,0.0,3.6,3.6
Bass Coast,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Baw Baw,2016,0,"22,818",0,"7,785","30,603",0.0,5.7,0.0,1.9,7.6
Baw Baw,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Baw Baw,2018,0,"22,823",0,"7,949","30,772",0.0,5.7,0.0,2.0,7.6
Baw Baw,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Baw Baw,2020,0,"22,823",0,"7,947","30,770",0.0,5.7,0.0,2.0,7.6
Baw Baw,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Baw Baw,2022,0,"22,851",0,"8,014","30,865",0.0,5.7,0.0,2.0,7.7
Baw Baw,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bayside (Vic.),2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Benalla,2016,0,"8,730",0,"1,933","10,663",0.0,3.7,0.0,0.8,4.5
Benalla,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Benalla,2018,0,"8,730",0,"2,943","11,674",0.0,3.7,0.0,1.3,5.0
Benalla,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Benalla,2020,0,"8,730",0,"11,722","20,452",0.0,3.7,0.0,5.0,8.7
Benalla,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Benalla,2022,0,"8,730",0,"11,726","20,457",0.0,3.7,0.0,5.0,8.7
Benalla,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Boroondara,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brimbank,2016,0,0,0,341,341,0.0,0.0,0.0,2.8,2.8
Brimbank,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brimbank,2018,0,0,0,341,341,0.0,0.0,0.0,2.8,2.8
Brimbank,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brimbank,2020,0,0,0,341,341,0.0,0.0,0.0,2.8,2.8
Brimbank,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brimbank,2022,0,0,0,341,341,0.0,0.0,0.0,2.8,2.8
Brimbank,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Buloke,2016,0,0,0,"17,154","17,154",0.0,0.0,0.0,2.1,2.1
Buloke,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Buloke,2018,0,0,0,"17,979","17,979",0.0,0.0,0.0,2.2,2.2
Buloke,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Buloke,2020,0,0,0,"18,037","18,037",0.0,0.0,0.0,2.3,2.3
Buloke,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Buloke,2022,0,0,0,"18,704","18,704",0.0,0.0,0.0,2.3,2.3
Buloke,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campaspe,2016,0,"6,610",0,"8,697","15,307",0.0,1.5,0.0,1.9,3.4
Campaspe,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campaspe,2018,0,"6,606",0,"9,673","16,279",0.0,1.5,0.0,2.1,3.6
Campaspe,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campaspe,2020,0,"6,610",0,"9,978","16,588",0.0,1.5,0.0,2.2,3.7
Campaspe,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Campaspe,2022,0,"6,612",0,"10,536","17,148",0.0,1.5,0.0,2.3,3.8
Campaspe,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cardinia,2016,0,"12,717",0,"1,305","14,021",0.0,9.9,0.0,1.0,10.9
Cardinia,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cardinia,2018,0,"12,717",0,"1,792","14,509",0.0,9.9,0.0,1.4,11.3
Cardinia,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cardinia,2020,0,"12,717",0,"1,845","14,562",0.0,9.9,0.0,1.4,11.4
Cardinia,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cardinia,2022,0,"12,717",0,"1,929","14,646",0.0,9.9,0.0,1.5,11.4
Cardinia,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Casey,2016,0,0,0,"1,603","1,603",0.0,0.0,0.0,3.9,3.9
Casey,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Casey,2018,0,0,0,"1,623","1,623",0.0,0.0,0.0,4.0,4.0
Casey,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Casey,2020,0,0,0,"1,623","1,623",0.0,0.0,0.0,4.0,4.0
Casey,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Casey,2022,0,0,0,"1,626","1,626",0.0,0.0,0.0,4.0,4.0
Casey,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Central Goldfields,2016,0,"2,015",0,"6,694","8,709",0.0,1.3,0.0,4.4,5.7
Central Goldfields,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Central Goldfields,2018,0,"2,015",0,"7,119","9,134",0.0,1.3,0.0,4.6,6.0
Central Goldfields,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Central Goldfields,2020,0,"2,015",0,"7,119","9,134",0.0,1.3,0.0,4.6,6.0
Central Goldfields,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Central Goldfields,2022,0,"2,015",0,"7,262","9,277",0.0,1.3,0.0,4.7,6.1
Central Goldfields,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Colac Otway,2016,0,"73,447",0,"2,465","75,911",0.0,21.4,0.0,0.7,22.1
Colac Otway,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Colac Otway,2018,0,"73,451",0,"2,994","76,445",0.0,21.4,0.0,0.9,22.2
Colac Otway,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Colac Otway,2020,0,"73,455",0,"3,119","76,574",0.0,21.4,0.0,0.9,22.3
Colac Otway,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Colac Otway,2022,0,"73,441",0,"3,423","76,864",0.0,21.4,0.0,1.0,22.4
Colac Otway,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Corangamite,2016,0,"6,054",0,"8,922","14,976",0.0,1.4,0.0,2.0,3.4
Corangamite,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Corangamite,2018,0,"6,054",0,"9,213","15,268",0.0,1.4,0.0,2.1,3.5
Corangamite,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Corangamite,2020,0,"6,050",0,"9,215","15,265",0.0,1.4,0.0,2.1,3.5
Corangamite,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Corangamite,2022,0,"6,050",0,"9,664","15,714",0.0,1.4,0.0,2.2,3.6
Corangamite,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Darebin,2016,0,0,0,72,72,0.0,0.0,0.0,1.3,1.3
Darebin,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Darebin,2018,0,0,0,104,104,0.0,0.0,0.0,1.9,1.9
Darebin,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Darebin,2020,0,0,0,104,104,0.0,0.0,0.0,1.9,1.9
Darebin,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Darebin,2022,0,0,0,104,104,0.0,0.0,0.0,1.9,1.9
Darebin,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
East Gippsland,2016,0,"540,918",0,"91,585","632,504",0.0,25.8,0.0,4.4,30.2
East Gippsland,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
East Gippsland,2018,0,"540,963",0,"97,973","638,936",0.0,25.8,0.0,4.7,30.5
East Gippsland,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
East Gippsland,2020,0,"541,085",0,"97,493","638,578",0.0,25.8,0.0,4.7,30.5
East Gippsland,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
East Gippsland,2022,0,"544,162",0,"98,210","642,372",0.0,26.0,0.0,4.7,30.7
East Gippsland,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frankston,2016,0,0,0,454,454,0.0,0.0,0.0,3.5,3.5
Frankston,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frankston,2018,0,0,0,472,472,0.0,0.0,0.0,3.6,3.6
Frankston,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frankston,2020,0,0,0,563,563,0.0,0.0,0.0,4.3,4.3
Frankston,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Frankston,2022,0,0,0,563,563,0.0,0.0,0.0,4.3,4.3
Frankston,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gannawarra,2016,0,"7,741",0,"20,286","28,027",0.0,2.1,0.0,5.4,7.5
Gannawarra,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gannawarra,2018,0,"7,743",0,"21,431","29,174",0.0,2.1,0.0,5.7,7.8
Gannawarra,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gannawarra,2020,0,"7,743",0,"21,815","29,558",0.0,2.1,0.0,5.8,7.9
Gannawarra,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gannawarra,2022,0,"7,825",0,"22,505","30,329",0.0,2.1,0.0,6.0,8.1
Gannawarra,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glen Eira,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glenelg,2016,"1,447","50,015",0,"25,904","77,367",0.2,8.0,0.0,4.2,12.4
Glenelg,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glenelg,2018,"1,447","50,019",0,"27,238","78,704",0.2,8.0,0.0,4.4,12.7
Glenelg,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glenelg,2020,"1,447","50,024",0,"27,363","78,834",0.2,8.0,0.0,4.4,12.7
Glenelg,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Glenelg,2022,"1,447","50,044",0,"27,428","78,919",0.2,8.0,0.0,4.4,12.7
Glenelg,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Golden Plains,2016,0,"7,071",0,"3,298","10,369",0.0,2.6,0.0,1.2,3.8
Golden Plains,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Golden Plains,2018,0,"7,071",0,"3,872","10,943",0.0,2.6,0.0,1.4,4.0
Golden Plains,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Golden Plains,2020,0,"7,071",0,"3,882","10,953",0.0,2.6,0.0,1.4,4.1
Golden Plains,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Golden Plains,2022,0,"7,071",0,"4,264","11,335",0.0,2.6,0.0,1.6,4.2
Golden Plains,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Bendigo,2016,0,"21,244",0,"7,573","28,817",0.0,7.1,0.0,2.5,9.6
Greater Bendigo,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Bendigo,2018,0,"21,488",0,"8,451","29,938",0.0,7.2,0.0,2.8,10.0
Greater Bendigo,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Bendigo,2020,0,"21,488",0,"8,459","29,947",0.0,7.2,0.0,2.8,10.0
Greater Bendigo,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Bendigo,2022,0,"21,494",0,"8,569","30,063",0.0,7.2,0.0,2.9,10.0
Greater Bendigo,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2018,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2020,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2022,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Dandenong,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Geelong,2016,0,"2,579",0,"4,922","7,501",0.0,2.1,0.0,3.9,6.0
Greater Geelong,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Geelong,2018,0,"2,579",0,"5,105","7,684",0.0,2.1,0.0,4.1,6.2
Greater Geelong,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Geelong,2020,0,"2,579",0,"5,106","7,685",0.0,2.1,0.0,4.1,6.2
Greater Geelong,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Geelong,2022,0,"2,579",0,"5,238","7,817",0.0,2.1,0.0,4.2,6.3
Greater Geelong,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Shepparton,2016,0,"4,272",0,"5,034","9,306",0.0,1.8,0.0,2.1,3.8
Greater Shepparton,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Shepparton,2018,0,"4,272",0,"5,683","9,955",0.0,1.8,0.0,2.3,4.1
Greater Shepparton,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Shepparton,2020,0,"4,272",0,"5,723","9,994",0.0,1.8,0.0,2.4,4.1
Greater Shepparton,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greater Shepparton,2022,0,"4,272",0,"5,755","10,027",0.0,1.8,0.0,2.4,4.1
Greater Shepparton,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hepburn,2016,0,0,0,"2,896","2,896",0.0,0.0,0.0,2.0,2.0
Hepburn,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hepburn,2018,0,0,0,"3,537","3,537",0.0,0.0,0.0,2.4,2.4
Hepburn,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hepburn,2020,0,0,0,"3,537","3,537",0.0,0.0,0.0,2.4,2.4
Hepburn,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hepburn,2022,0,0,0,"3,578","3,578",0.0,0.0,0.0,2.4,2.4
Hepburn,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hindmarsh,2016,0,"222,182",0,"34,941","257,123",0.0,29.5,0.0,4.6,34.2
Hindmarsh,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hindmarsh,2018,0,"222,181",0,"38,118","260,299",0.0,29.5,0.0,5.1,34.6
Hindmarsh,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hindmarsh,2020,0,"222,181",0,"38,118","260,299",0.0,29.5,0.0,5.1,34.6
Hindmarsh,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hindmarsh,2022,0,"222,182",0,"38,149","260,331",0.0,29.5,0.0,5.1,34.6
Hindmarsh,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hobsons Bay,2016,0,0,0,91,91,0.0,0.0,0.0,1.4,1.4
Hobsons Bay,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hobsons Bay,2018,0,0,0,91,91,0.0,0.0,0.0,1.4,1.4
Hobsons Bay,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hobsons Bay,2020,0,0,0,91,91,0.0,0.0,0.0,1.4,1.4
Hobsons Bay,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hobsons Bay,2022,0,0,0,92,92,0.0,0.0,0.0,1.4,1.4
Hobsons Bay,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Horsham,2016,0,"19,843",0,"14,910","34,753",0.0,4.7,0.0,3.5,8.1
Horsham,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Horsham,2018,0,"19,843",0,"17,785","37,628",0.0,4.7,0.0,4.2,8.8
Horsham,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Horsham,2020,0,"19,843",0,"17,830","37,674",0.0,4.7,0.0,4.2,8.8
Horsham,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Horsham,2022,0,"19,843",0,"17,818","37,661",0.0,4.7,0.0,4.2,8.8
Horsham,2023,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hume,2016,0,0,0,296,296,0.0,0.0,0.0,0.6,0.6
Hume,2017,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hume,2018,0,0,0,348,348,0.0,0.0,0.0,0.7,0.7
Hume,2019,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hume,2020,0,0,0,347,347,0.0,0.0,0.0,0.7,0.7
Hume,2021,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
